X,Y,Z
-163.9360,10.4913,-21.0319
-163.9387,9.4460,-21.0319
-164.0218,8.4042,-21.0319
-164.1839,7.3722,-21.0319
-164.4222,6.3561,-21.0319
-164.7332,5.3609,-21.0319
-165.1118,4.3909,-21.0319
-165.5905,3.4688,-21.0319
-166.0975,2.5661,-21.0319
-166.6567,1.6972,-21.0319
-167.2622,0.8624,-21.0319
-167.9095,0.0619,-21.0319
-168.5943,-0.7043,-21.0319
-169.3125,-1.4372,-21.0319
-170.0605,-2.1373,-21.0319
-170.8356,-2.8053,-21.0319
-171.6345,-3.4427,-21.0319
-172.4552,-4.0498,-21.0319
-173.2953,-4.6280,-21.0319
-174.1529,-5.1783,-21.0319
-175.0264,-5.7014,-21.0319
-175.9142,-6.1982,-21.0319
-176.8149,-6.6695,-21.0319
-176.8075,-6.6847,-21.0319
-176.7453,-7.3095,-21.0319
-176.6789,-8.2236,-21.0319
-176.5899,-9.1770,-21.0319
-176.4864,-10.1431,-21.0319
-176.3708,-11.1144,-21.0319
-176.2442,-12.0877,-21.0319
-176.1069,-13.0614,-21.0319
-175.9590,-14.0344,-21.0319
-175.8006,-15.0060,-21.0319
-175.6314,-15.9758,-21.0319
-175.4513,-16.9432,-21.0319
-175.2601,-17.9078,-21.0319
-175.0574,-18.8693,-21.0319
-174.8430,-19.8274,-21.0319
-174.8264,-20.6569,-21.0319
-175.2118,-181.6958,-21.0319
-175.4181,-181.6631,-21.0319
-175.4363,-181.5074,-21.0319
-175.3048,-181.2073,-21.0319
-175.0878,-180.7722,-21.0319
-174.8434,-180.2240,-21.0319
-174.2182,-180.0680,-21.0319
175.0259,-180.6417,-21.0319
175.2548,-181.1079,-21.0319
175.4144,-181.4444,-21.0319
175.4399,-181.6365,-21.0319
175.2828,-181.6966,-21.0319
174.9403,-181.6704,-21.0319
174.8264,-180.6569,-21.0319
175.0640,-18.8339,-21.0319
175.2666,-17.8723,-21.0319
175.4577,-16.9077,-21.0319
175.6376,-15.9402,-21.0319
175.8065,-14.9704,-21.0319
175.9646,-13.9986,-21.0319
176.1121,-13.0254,-21.0319
176.2489,-12.0512,-21.0319
176.3748,-11.0773,-21.0319
176.4896,-10.1055,-21.0319
176.5922,-9.1387,-21.0319
176.6801,-8.1846,-21.0319
176.7455,-7.2694,-21.0319
176.7990,-6.6615,-21.0319
176.8072,-6.6450,-21.0319
176.7653,-6.6444,-21.0319
175.8652,-6.1716,-21.0319
174.9782,-5.6734,-21.0319
174.1056,-5.1489,-21.0319
173.2489,-4.5971,-21.0319
172.4098,-4.0173,-21.0319
171.5902,-3.4086,-21.0319
170.7926,-2.7696,-21.0319
170.0190,-2.0997,-21.0319
169.2723,-1.3980,-21.0319
168.5559,-0.6634,-21.0319
167.8732,0.1050,-21.0319
167.2281,0.9073,-21.0319
166.6250,1.7439,-21.0319
166.0686,2.6148,-21.0319
165.5643,3.5191,-21.0319
165.0895,4.4433,-21.0319
164.7143,5.4147,-21.0319
164.4072,6.4112,-21.0319
164.1730,7.4283,-21.0319
164.0151,8.4610,-21.0319
163.9364,9.5031,-21.0319
163.9385,10.5484,-21.0319
164.0211,11.5902,-21.0319
164.1827,12.6222,-21.0319
164.4206,13.6385,-21.0319
164.7314,14.6337,-21.0319
165.1096,15.6040,-21.0319
165.5880,16.5262,-21.0319
166.0946,17.4291,-21.0319
166.6535,18.2982,-21.0319
167.2588,19.1332,-21.0319
167.9059,19.9339,-21.0319
168.5905,20.7003,-21.0319
169.3085,21.4333,-21.0319
170.0564,22.1336,-21.0319
170.8314,22.8018,-21.0319
171.6301,23.4393,-21.0319
172.4507,24.0466,-21.0319
173.2907,24.6250,-21.0319
174.1482,25.1754,-21.0319
175.0216,25.6986,-21.0319
175.9093,26.1955,-21.0319
176.8100,26.6671,-21.0319
176.8074,26.6724,-21.0319
176.7453,27.2971,-21.0319
176.6794,28.2118,-21.0319
176.5909,29.1656,-21.0319
176.4877,30.1320,-21.0319
176.3724,31.1035,-21.0319
176.2459,32.0770,-21.0319
176.1087,33.0508,-21.0319
175.9609,34.0239,-21.0319
175.8024,34.9956,-21.0319
175.6331,35.9654,-21.0319
175.4528,36.9327,-21.0319
175.2613,37.8972,-21.0319
175.0583,38.8586,-21.0319
174.8435,39.8165,-21.0319
174.8264,40.8899,-21.0319
175.0218,136.7262,-21.0319
175.4254,137.5296,-21.0319
175.7994,138.3165,-21.0319
176.1361,139.0687,-21.0319
176.4202,139.7419,-21.0319
176.6200,140.2092,-21.0319
176.4146,139.5684,-21.2351
176.4809,139.5748,-21.2351
176.4809,139.5783,-21.2351
-176.4146,139.5684,-21.2351
-176.2143,139.1036,-21.2351
-175.9317,138.4311,-21.2351
-175.5966,137.6787,-21.2351
-175.2243,136.8913,-21.2351
-174.8224,136.0871,-21.2351
-174.6232,135.2877,-21.2351
-174.8595,40.2840,-21.2351
-175.0716,39.3268,-21.2351
-175.2717,38.3665,-21.2351
-175.4602,37.4036,-21.2351
-175.6371,36.4385,-21.2351
-175.8027,35.4719,-21.2351
-175.9568,34.5047,-21.2351
-176.0995,33.5379,-21.2351
-176.2300,32.5737,-21.2351
-176.3474,31.6157,-21.2351
-176.4485,30.6730,-21.2351
-176.5249,29.7774,-21.2351
-176.6092,29.2027,-21.2351
-176.6190,29.1729,-21.2351
-176.2432,29.0041,-21.2351
-175.3236,28.5728,-21.2351
-174.4141,28.1195,-21.2351
-173.5157,27.6434,-21.2351
-172.6292,27.1441,-21.2351
-171.7559,26.6207,-21.2351
-170.8970,26.0725,-21.2351
-170.0540,25.4989,-21.2351
-169.2285,24.8987,-21.2351
-168.4220,24.2716,-21.2351
-167.6368,23.6163,-21.2351
-166.8747,22.9325,-21.2351
-166.1384,22.2191,-21.2351
-165.4308,21.4754,-21.2351
-164.7547,20.7008,-21.2351
-164.1135,19.8951,-21.2351
-163.5110,19.0579,-21.2351
-162.9510,18.1895,-21.2351
-162.4381,17.2904,-21.2351
-161.9772,16.3614,-21.2351
-161.5467,15.4145,-21.2351
-161.2109,14.4278,-21.2351
-160.9397,13.4203,-21.2351
-160.7365,12.3961,-21.2351
-160.6042,11.3596,-21.2351
-160.5449,10.3160,-21.2351
-160.5596,9.2708,-21.2351
-160.6479,8.2293,-21.2351
-160.8085,7.1971,-21.2351
-161.0390,6.1790,-21.2351
-161.3361,5.1793,-21.2351
-161.7254,4.2138,-21.2351
-162.1529,3.2678,-21.2351
-162.6352,2.3505,-21.2351
-163.1671,1.4633,-21.2351
-163.7443,0.6072,-21.2351
-164.3627,-0.2175,-21.2351
-165.0182,-1.0108,-21.2351
-165.7072,-1.7731,-21.2351
-166.4265,-2.5047,-21.2351
-167.1732,-3.2064,-21.2351
-167.9445,-3.8790,-21.2351
-168.7386,-4.5229,-21.2351
-169.5527,-5.1393,-21.2351
-170.3855,-5.7288,-21.2351
-171.2349,-6.2923,-21.2351
-172.0997,-6.8306,-21.2351
-172.9783,-7.3444,-21.2351
-173.8696,-7.8344,-21.2351
-174.7726,-8.3014,-21.2351
-175.6861,-8.7460,-21.2351
-176.6094,-9.1687,-21.2351
-176.6068,-9.1749,-21.2351
-176.5246,-9.7518,-21.2351
-176.4489,-10.6477,-21.2351
-176.3483,-11.5905,-21.2351
-176.2316,-12.5486,-21.2351
-176.1016,-13.5130,-21.2351
-175.9597,-14.4800,-21.2351
-175.8062,-15.4475,-21.2351
-175.6414,-16.4143,-21.2351
-175.4652,-17.3797,-21.2351
-175.2775,-18.3429,-21.2351
-175.0781,-19.3035,-21.2351
-174.8668,-20.2610,-21.2351
-174.6434,-21.2150,-21.2351
-174.6232,-21.5168,-21.2351
-175.0082,-181.5548,-21.2351
-175.2147,-181.5210,-21.2351
-175.2338,-181.3645,-21.2351
-175.1034,-181.0641,-21.2351
-174.8872,-180.6294,-21.2351
-174.6433,-180.0816,-21.2351
-174.4182,-179.9257,-21.2351
174.8254,-180.4989,-21.2351
175.0536,-180.9648,-21.2351
175.2122,-181.3013,-21.2351
175.2367,-181.4941,-21.2351
175.0792,-181.5553,-21.2351
174.7370,-181.5302,-21.2351
174.6232,-180.5168,-21.2351
174.8686,-20.2462,-21.2351
175.0801,-19.2888,-21.2351
175.2796,-18.3283,-21.2351
175.4674,-17.3651,-21.2351
175.6437,-16.3997,-21.2351
175.8085,-15.4329,-21.2351
175.9619,-14.4653,-21.2351
176.1037,-13.4983,-21.2351
176.2334,-12.5334,-21.2351
176.3497,-11.5747,-21.2351
176.4498,-10.6312,-21.2351
176.5247,-9.7343,-21.2351
176.6032,-9.1659,-21.2351
176.6067,-9.1579,-21.2351
176.2440,-9.0044,-21.2351
175.3244,-8.5731,-21.2351
174.4149,-8.1198,-21.2351
173.5164,-7.6439,-21.2351
172.6299,-7.1445,-21.2351
171.7566,-6.6211,-21.2351
170.8978,-6.0729,-21.2351
170.0548,-5.4993,-21.2351
169.2290,-4.8994,-21.2351
168.4227,-4.2720,-21.2351
167.6373,-3.6170,-21.2351
166.8753,-2.9331,-21.2351
166.1391,-2.2196,-21.2351
165.4314,-1.4759,-21.2351
164.7551,-0.7016,-21.2351
164.1138,0.1041,-21.2351
163.5112,0.9412,-21.2351
162.9514,1.8097,-21.2351
162.4387,2.7090,-21.2351
161.9773,3.6378,-21.2351
161.5472,4.5848,-21.2351
161.2111,5.5714,-21.2351
160.9396,6.5788,-21.2351
160.7365,7.6030,-21.2351
160.6043,8.6395,-21.2351
160.5449,9.6831,-21.2351
160.5596,10.7284,-21.2351
160.6478,11.7698,-21.2351
160.8083,12.8020,-21.2351
161.0388,13.8202,-21.2351
161.3358,14.8199,-21.2351
161.7251,15.7854,-21.2351
162.1525,16.7315,-21.2351
162.6348,17.6487,-21.2351
163.1666,18.5360,-21.2351
163.7438,19.3921,-21.2351
164.3621,20.2169,-21.2351
165.0176,21.0101,-21.2351
165.7066,21.7724,-21.2351
166.4259,22.5041,-21.2351
167.1725,23.2059,-21.2351
167.9439,23.8784,-21.2351
168.7379,24.5223,-21.2351
169.5521,25.1388,-21.2351
170.3847,25.7284,-21.2351
171.2342,26.2918,-21.2351
172.0989,26.8301,-21.2351
172.9776,27.3440,-21.2351
173.8689,27.8340,-21.2351
174.7718,28.3010,-21.2351
175.6854,28.7456,-21.2351
176.6087,29.1684,-21.2351
176.6068,29.1728,-21.2351
176.5246,29.7495,-21.2351
176.4492,30.6458,-21.2351
176.3487,31.5889,-21.2351
176.2320,32.5473,-21.2351
176.1021,33.5118,-21.2351
175.9600,34.4788,-21.2351
175.8064,35.4463,-21.2351
175.6413,36.4131,-21.2351
175.4648,37.3784,-21.2351
175.2767,38.3415,-21.2351
175.0769,39.3019,-21.2351
174.8651,40.2592,-21.2351
174.6408,41.2129,-21.2351
174.6232,42.2854,-21.2351
174.8224,136.0871,-21.2351
175.2243,136.8913,-21.2351
175.5966,137.6787,-21.2351
175.9317,138.4311,-21.2351
176.2143,139.1036,-21.2351
176.4146,139.5684,-21.2351
176.2091,138.9256,-21.4384
176.2822,138.9312,-21.4384
176.2822,138.9347,-21.4384
-176.2091,138.9257,-21.4384
-176.0083,138.4633,-21.4384
-175.7272,137.7915,-21.4384
-175.3938,137.0389,-21.4384
-175.0232,136.2509,-21.4384
-174.6229,135.4461,-21.4384
-174.4200,134.6246,-21.4384
-174.7176,41.4041,-21.4384
-174.9349,40.4502,-21.4384
-175.1398,39.4935,-21.4384
-175.3326,38.5343,-21.4384
-175.5133,37.5736,-21.4384
-175.6818,36.6122,-21.4384
-175.8380,35.6514,-21.4384
-175.9813,34.6936,-21.4384
-176.1102,33.7431,-21.4384
-176.2215,32.8103,-21.4384
-176.3056,31.9319,-21.4384
-176.4062,31.3977,-21.4384
-176.4062,31.3780,-21.4384
-175.5004,31.0021,-21.4384
-174.5701,30.5958,-21.4384
-173.6483,30.1696,-21.4384
-172.7355,29.7233,-21.4384
-171.8326,29.2561,-21.4384
-170.9405,28.7675,-21.4384
-170.0601,28.2570,-21.4384
-169.1923,27.7239,-21.4384
-168.3384,27.1675,-21.4384
-167.4995,26.5874,-21.4384
-166.6771,25.9826,-21.4384
-165.8728,25.3526,-21.4384
-165.0881,24.6966,-21.4384
-164.3249,24.0140,-21.4384
-163.5856,23.3040,-21.4384
-162.8722,22.5661,-21.4384
-162.1872,21.7999,-21.4384
-161.5340,21.0046,-21.4384
-160.9151,20.1803,-21.4384
-160.3339,19.3269,-21.4384
-159.7945,18.4446,-21.4384
-159.3004,17.5341,-21.4384
-158.8553,16.5968,-21.4384
-158.4382,15.6434,-21.4384
-158.1119,14.6534,-21.4384
-157.8456,13.6444,-21.4384
-157.6426,12.6201,-21.4384
-157.5055,11.5842,-21.4384
-157.4359,10.5412,-21.4384
-157.4347,9.4957,-21.4384
-157.5020,8.4526,-21.4384
-157.6369,7.4164,-21.4384
-157.8375,6.3915,-21.4384
-158.1014,5.3820,-21.4384
-158.4254,4.3911,-21.4384
-158.8407,3.4370,-21.4384
-159.2835,2.4984,-21.4384
-159.7763,1.5872,-21.4384
-160.3144,0.7039,-21.4384
-160.8940,-0.1505,-21.4384
-161.5116,-0.9758,-21.4384
-162.1638,-1.7721,-21.4384
-162.8475,-2.5395,-21.4384
-163.5599,-3.2784,-21.4384
-164.2985,-3.9893,-21.4384
-165.0607,-4.6729,-21.4384
-165.8446,-5.3299,-21.4384
-166.6484,-5.9608,-21.4384
-167.4702,-6.5664,-21.4384
-168.3084,-7.1476,-21.4384
-169.1619,-7.7047,-21.4384
-170.0292,-8.2385,-21.4384
-170.9092,-8.7499,-21.4384
-171.8009,-9.2392,-21.4384
-172.7034,-9.7072,-21.4384
-173.6158,-10.1543,-21.4384
-174.5374,-10.5810,-21.4384
-175.4674,-10.9880,-21.4384
-176.4051,-11.3757,-21.4384
-176.3054,-11.9130,-21.4384
-176.2220,-12.7917,-21.4384
-176.1114,-13.7248,-21.4384
-175.9830,-14.6756,-21.4384
-175.8404,-15.6336,-21.4384
-175.6848,-16.5946,-21.4384
-175.5169,-17.5564,-21.4384
-175.3369,-18.5174,-21.4384
-175.1448,-19.4768,-21.4384
-174.9405,-20.4338,-21.4384
-174.7238,-21.3879,-21.4384
-174.4945,-22.3386,-21.4384
-174.4200,-23.3768,-21.4384
-174.8046,-181.4138,-21.4384
-175.0113,-181.3789,-21.4384
-175.0313,-181.2215,-21.4384
-174.9020,-180.9209,-21.4384
-174.6866,-180.4865,-21.4384
-174.4432,-179.9391,-21.4384
-173.6182,-179.7833,-21.4384
174.6250,-180.3562,-21.4384
174.8524,-180.8216,-21.4384
175.0100,-181.1582,-21.4384
175.0335,-181.3517,-21.4384
174.8756,-181.4141,-21.4384
174.5336,-181.3899,-21.4384
174.4200,-180.3768,-21.4384
174.7227,-21.3840,-21.4384
174.9398,-20.4300,-21.4384
175.1444,-19.4731,-21.4384
175.3368,-18.5138,-21.4384
175.5170,-17.5528,-21.4384
175.6851,-16.5912,-21.4384
175.8408,-15.6302,-21.4384
175.9835,-14.6721,-21.4384
176.1118,-13.7213,-21.4384
176.2223,-12.7877,-21.4384
176.3055,-11.9082,-21.4384
176.4034,-11.3745,-21.4384
176.4044,-11.3721,-21.4384
175.4997,-11.0018,-21.4384
174.5694,-10.5954,-21.4384
173.6476,-10.1693,-21.4384
172.7348,-9.7229,-21.4384
171.8320,-9.2558,-21.4384
170.9398,-8.7672,-21.4384
170.0594,-8.2566,-21.4384
169.1917,-7.7235,-21.4384
168.3378,-7.1671,-21.4384
167.4989,-6.5869,-21.4384
166.6765,-5.9822,-21.4384
165.8722,-5.3521,-21.4384
165.0874,-4.6961,-21.4384
164.3244,-4.0135,-21.4384
163.5851,-3.3034,-21.4384
162.8717,-2.5655,-21.4384
162.1868,-1.7992,-21.4384
161.5334,-1.0040,-21.4384
160.9146,-0.1797,-21.4384
160.3335,0.6737,-21.4384
159.7941,1.5561,-21.4384
159.3000,2.4666,-21.4384
158.8549,3.4040,-21.4384
158.4380,4.3573,-21.4384
158.1116,5.3474,-21.4384
157.8454,6.3563,-21.4384
157.6424,7.3807,-21.4384
157.5055,8.4166,-21.4384
157.4359,9.4596,-21.4384
157.4349,10.5050,-21.4384
157.5022,11.5482,-21.4384
157.6370,12.5844,-21.4384
157.8377,13.6092,-21.4384
158.1016,14.6188,-21.4384
158.4257,15.6096,-21.4384
158.8410,16.5637,-21.4384
159.2838,17.5023,-21.4384
159.7767,18.4135,-21.4384
160.3148,19.2967,-21.4384
160.8944,20.1511,-21.4384
161.5121,20.9764,-21.4384
162.1643,21.7726,-21.4384
162.8480,22.5400,-21.4384
163.5605,23.2789,-21.4384
164.2990,23.9898,-21.4384
165.0613,24.6734,-21.4384
165.8452,25.3304,-21.4384
166.6490,25.9612,-21.4384
167.4708,26.5668,-21.4384
168.3091,27.1480,-21.4384
169.1625,27.7051,-21.4384
170.0298,28.2389,-21.4384
170.9099,28.7502,-21.4384
171.8016,29.2396,-21.4384
172.7041,29.7075,-21.4384
173.6165,30.1546,-21.4384
174.5381,30.5813,-21.4384
175.4681,30.9883,-21.4384
176.4058,31.3760,-21.4384
176.4045,31.3793,-21.4384
176.3055,31.9149,-21.4384
176.2220,32.7939,-21.4384
176.1113,33.7272,-21.4384
175.9828,34.6780,-21.4384
175.8400,35.6360,-21.4384
175.6841,36.5970,-21.4384
175.5159,37.5586,-21.4384
175.3354,38.5194,-21.4384
175.1429,39.4787,-21.4384
174.9380,40.4356,-21.4384
174.7205,41.3894,-21.4384
174.4903,42.3397,-21.4384
174.4200,43.6189,-21.4384
174.6229,135.4461,-21.4384
175.0232,136.2509,-21.4384
175.3938,137.0389,-21.4384
175.7272,137.7915,-21.4384
176.0083,138.4634,-21.4384
176.2091,138.9256,-21.4384
176.0036,138.2809,-21.6416
176.0835,138.2856,-21.6416
176.0835,138.2891,-21.6416
-176.0036,138.2809,-21.6416
-175.8023,137.8211,-21.6416
-175.5227,137.1498,-21.6416
-175.1910,136.3971,-21.6416
-174.8221,135.6086,-21.6416
-174.4235,134.8030,-21.6416
-174.2167,133.9079,-21.6416
-174.3779,43.2838,-21.6416
-174.6109,42.3361,-21.6416
-174.8308,41.3852,-21.6416
-175.0380,40.4317,-21.6416
-175.2324,39.4766,-21.6416
-175.4140,38.5207,-21.6416
-175.5826,37.5656,-21.6416
-175.7373,36.6139,-21.6416
-175.8766,35.6704,-21.6416
-175.9968,34.7469,-21.6416
-176.0878,33.8847,-21.6416
-176.2026,33.3862,-21.6416
-176.2028,33.3747,-21.6416
-175.3053,33.0322,-21.6416
-174.3636,32.6546,-21.6416
-173.4289,32.2593,-21.6416
-172.5017,31.8457,-21.6416
-171.5826,31.4134,-21.6416
-170.6722,30.9619,-21.6416
-169.7712,30.4909,-21.6416
-168.8804,29.9997,-21.6416
-168.0006,29.4880,-21.6416
-167.1327,28.9552,-21.6416
-166.2776,28.4006,-21.6416
-165.4367,27.8237,-21.6416
-164.6109,27.2239,-21.6416
-163.8015,26.6007,-21.6416
-163.0102,25.9532,-21.6416
-162.2384,25.2811,-21.6416
-161.4878,24.5838,-21.6416
-160.7605,23.8605,-21.6416
-160.0587,23.1108,-21.6416
-159.3848,22.3342,-21.6416
-158.7410,21.5305,-21.6416
-158.1303,20.6997,-21.6416
-157.5556,19.8416,-21.6416
-157.0201,18.9567,-21.6416
-156.5277,18.0452,-21.6416
-156.0812,17.1085,-21.6416
-155.6846,16.1479,-21.6416
-155.3201,15.1721,-21.6416
-155.0403,14.1670,-21.6416
-154.8193,13.1465,-21.6416
-154.6590,12.1141,-21.6416
-154.5614,11.0735,-21.6416
-154.5274,10.0286,-21.6416
-154.5578,8.9835,-21.6416
-154.6520,7.9425,-21.6416
-154.8090,6.9096,-21.6416
-155.0269,5.8884,-21.6416
-155.3035,4.8824,-21.6416
-155.6643,3.9052,-21.6416
-156.0583,2.9434,-21.6416
-156.5019,2.0053,-21.6416
-156.9923,1.0926,-21.6416
-157.5254,0.2061,-21.6416
-158.0980,-0.6535,-21.6416
-158.7068,-1.4859,-21.6416
-159.3488,-2.2909,-21.6416
-160.0212,-3.0690,-21.6416
-160.7216,-3.8202,-21.6416
-161.4475,-4.5449,-21.6416
-162.1968,-5.2437,-21.6416
-162.9675,-5.9172,-21.6416
-163.7578,-6.5659,-21.6416
-164.5662,-7.1905,-21.6416
-165.3912,-7.7915,-21.6416
-166.2314,-8.3696,-21.6416
-167.0856,-8.9255,-21.6416
-167.9528,-9.4595,-21.6416
-168.8320,-9.9724,-21.6416
-169.7222,-10.4646,-21.6416
-170.6227,-10.9367,-21.6416
-171.5326,-11.3892,-21.6416
-172.4513,-11.8225,-21.6416
-173.3781,-12.2372,-21.6416
-174.3124,-12.6336,-21.6416
-175.2537,-13.0120,-21.6416
-176.2015,-13.3729,-21.6416
-176.0878,-13.8725,-21.6416
-175.9974,-14.7352,-21.6416
-175.8778,-15.6591,-21.6416
-175.7390,-16.6029,-21.6416
-175.5849,-17.5549,-21.6416
-175.4169,-18.5102,-21.6416
-175.2358,-19.4664,-21.6416
-175.0419,-20.4218,-21.6416
-174.8352,-21.3754,-21.6416
-174.6157,-22.3265,-21.6416
-174.3831,-23.2744,-21.6416
-174.2167,-24.2367,-21.6416
-174.6010,-181.2729,-21.6416
-174.8080,-181.2367,-21.6416
-174.8288,-181.0786,-21.6416
-174.7005,-180.7778,-21.6416
-174.4860,-180.3436,-21.6416
-174.2431,-179.7967,-21.6416
-173.8182,-179.6410,-21.6416
174.4245,-180.2134,-21.6416
174.6512,-180.6785,-21.6416
174.8078,-181.0151,-21.6416
174.8304,-181.2093,-21.6416
174.6720,-181.2728,-21.6416
174.3302,-181.2497,-21.6416
174.2167,-180.2367,-21.6416
174.3802,-23.2736,-21.6416
174.6134,-22.3260,-21.6416
174.8334,-21.3751,-21.6416
175.0405,-20.4216,-21.6416
175.2348,-19.4663,-21.6416
175.4162,-18.5103,-21.6416
175.5844,-17.5550,-21.6416
175.7387,-16.6030,-21.6416
175.8776,-15.6592,-21.6416
175.9973,-14.7353,-21.6416
176.0877,-13.8726,-21.6416
176.2015,-13.3728,-21.6416
175.3046,-13.0318,-21.6416
174.3629,-12.6544,-21.6416
173.4282,-12.2589,-21.6416
172.5010,-11.8453,-21.6416
171.5818,-11.4130,-21.6416
170.6714,-10.9616,-21.6416
169.7704,-10.4905,-21.6416
168.8796,-9.9994,-21.6416
167.9998,-9.4877,-21.6416
167.1319,-8.9548,-21.6416
166.2770,-8.4001,-21.6416
165.4360,-7.8232,-21.6416
164.6102,-7.2234,-21.6416
163.8009,-6.6001,-21.6416
163.0095,-5.9527,-21.6416
162.2378,-5.2805,-21.6416
161.4873,-4.5831,-21.6416
160.7600,-3.8598,-21.6416
160.0583,-3.1101,-21.6416
159.3843,-2.3335,-21.6416
158.7405,-1.5299,-21.6416
158.1298,-0.6990,-21.6416
157.5553,0.1591,-21.6416
157.0199,1.0442,-21.6416
156.5272,1.9555,-21.6416
156.0810,2.8923,-21.6416
155.6842,3.8529,-21.6416
155.3199,4.8287,-21.6416
155.0403,5.8339,-21.6416
154.8192,6.8543,-21.6416
154.6589,7.8867,-21.6416
154.5614,8.9274,-21.6416
154.5275,9.9723,-21.6416
154.5579,11.0173,-21.6416
154.6522,12.0583,-21.6416
154.8092,13.0912,-21.6416
155.0271,14.1124,-21.6416
155.3036,15.1184,-21.6416
155.6646,16.0956,-21.6416
156.0587,17.0573,-21.6416
156.5023,17.9955,-21.6416
156.9927,18.9082,-21.6416
157.5259,19.7946,-21.6416
158.0984,20.6542,-21.6416
158.7073,21.4865,-21.6416
159.3494,22.2916,-21.6416
160.0218,23.0696,-21.6416
160.7222,23.8207,-21.6416
161.4481,24.5454,-21.6416
162.1974,25.2442,-21.6416
162.9681,25.9177,-21.6416
163.7585,26.5664,-21.6416
164.5668,27.1910,-21.6416
165.3919,27.7920,-21.6416
166.2321,28.3701,-21.6416
167.0863,28.9259,-21.6416
167.9535,29.4600,-21.6416
168.8327,29.9728,-21.6416
169.7230,30.4650,-21.6416
170.6234,30.9371,-21.6416
171.5334,31.3895,-21.6416
172.4520,31.8228,-21.6416
173.3788,32.2375,-21.6416
174.3131,32.6339,-21.6416
175.2545,33.0122,-21.6416
176.2023,33.3732,-21.6416
176.2015,33.3754,-21.6416
176.0878,33.8751,-21.6416
175.9972,34.7377,-21.6416
175.8774,35.6616,-21.6416
175.7384,36.6053,-21.6416
175.5839,37.5572,-21.6416
175.4155,38.5124,-21.6416
175.2340,39.4684,-21.6416
175.0395,40.4238,-21.6416
174.8321,41.3772,-21.6416
174.6117,42.3279,-21.6416
174.3781,43.2754,-21.6416
174.2167,44.8982,-21.6416
174.4235,134.8030,-21.6416
174.8221,135.6086,-21.6416
175.1910,136.3971,-21.6416
175.5227,137.1498,-21.6416
175.8023,137.8211,-21.6416
176.0036,138.2809,-21.6416
175.7980,137.6341,-21.8449
175.8849,137.6378,-21.8449
175.8849,137.6413,-21.8449
-175.7980,137.6341,-21.8449
-175.5962,137.1769,-21.8449
-175.3182,136.5062,-21.8449
-174.9882,135.7533,-21.8449
-174.6210,134.9642,-21.8449
-174.2241,134.1579,-21.8449
-174.0134,133.1432,-21.8449
-174.2965,44.0710,-21.8449
-174.5305,43.1258,-21.8449
-174.7510,42.1779,-21.8449
-174.9581,41.2280,-21.8449
-175.1518,40.2775,-21.8449
-175.3316,39.3279,-21.8449
-175.4968,38.3820,-21.8449
-175.6456,37.4452,-21.8449
-175.7738,36.5306,-21.8449
-175.8710,35.6840,-21.8449
-175.9985,35.2174,-21.8449
-175.9987,35.2116,-21.8449
-175.5643,35.0583,-21.8449
-174.6116,34.7113,-21.8449
-173.6646,34.3480,-21.8449
-172.7238,33.9681,-21.8449
-171.7896,33.5714,-21.8449
-170.8625,33.1574,-21.8449
-169.9431,32.7257,-21.8449
-169.0319,32.2761,-21.8449
-168.1294,31.8080,-21.8449
-167.2365,31.3210,-21.8449
-166.3537,30.8147,-21.8449
-165.4819,30.2887,-21.8449
-164.6219,29.7423,-21.8449
-163.7747,29.1751,-21.8449
-162.9413,28.5866,-21.8449
-162.1228,27.9761,-21.8449
-161.3204,27.3434,-21.8449
-160.5356,26.6875,-21.8449
-159.7697,26.0082,-21.8449
-159.0243,25.3049,-21.8449
-158.3013,24.5771,-21.8449
-157.6026,23.8242,-21.8449
-156.9303,23.0460,-21.8449
-156.2866,22.2423,-21.8449
-155.6741,21.4129,-21.8449
-155.0953,20.5577,-21.8449
-154.5532,19.6771,-21.8449
-154.0507,18.7715,-21.8449
-153.5911,17.8416,-21.8449
-153.1772,16.8889,-21.8449
-152.8125,15.9146,-21.8449
-152.4819,14.9261,-21.8449
-152.2309,13.9130,-21.8449
-152.0361,12.8869,-21.8449
-151.8996,11.8508,-21.8449
-151.8226,10.8083,-21.8449
-151.8061,9.7629,-21.8449
-151.8501,8.7183,-21.8449
-151.9542,7.6783,-21.8449
-152.1174,6.6463,-21.8449
-152.3379,5.6257,-21.8449
-152.6137,4.6194,-21.8449
-152.9716,3.6410,-21.8449
-153.3591,2.6763,-21.8449
-153.7939,1.7336,-21.8449
-154.2736,0.8148,-21.8449
-154.7944,-0.0796,-21.8449
-155.3534,-0.9487,-21.8449
-155.9478,-1.7923,-21.8449
-156.5748,-2.6100,-21.8449
-157.2318,-3.4021,-21.8449
-157.9164,-4.1688,-21.8449
-158.6263,-4.9102,-21.8449
-159.3597,-5.6269,-21.8449
-160.1146,-6.3192,-21.8449
-160.8892,-6.9879,-21.8449
-161.6823,-7.6331,-21.8449
-162.4921,-8.2558,-21.8449
-163.3175,-8.8562,-21.8449
-164.1573,-9.4349,-21.8449
-165.0104,-9.9926,-21.8449
-165.8759,-10.5298,-21.8449
-166.7527,-11.0468,-21.8449
-167.6402,-11.5443,-21.8449
-168.5376,-12.0226,-21.8449
-169.4441,-12.4823,-21.8449
